"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"      
          0,           0,         626,      -7.261907112,      -4.561907112,      -5.461907112,      -2.661907112,      -3.861907112,       2.438092888
          0,           0,         627,      -7.267390835,      -4.567390835,      -5.467390835,      -2.667390835,      -3.867390835,       2.432609165
          0,           0,         628,      -7.272868468,      -4.572868468,      -5.472868468,      -2.672868468,      -3.872868468,       2.427131532
          0,           0,         629,      -7.278340018,      -4.578340018,      -5.478340018,      -2.678340018,      -3.878340018,       2.421659982
          0,           0,         630,      -7.283805492,      -4.583805492,      -5.483805492,      -2.683805492,      -3.883805492,       2.416194508
          0,           0,         631,      -7.289264897,      -4.589264897,      -5.489264897,      -2.689264897,      -3.889264897,       2.410735103
          0,           0,         632,      -7.294718239,      -4.594718239,      -5.494718239,      -2.694718239,      -3.894718239,       2.405281761
          0,           0,         633,      -7.300165526,      -4.600165526,      -5.500165526,      -2.700165526,      -3.900165526,       2.399834474
          0,           0,         634,      -7.305606763,      -4.605606763,      -5.505606763,      -2.705606763,      -3.905606763,       2.394393237
          0,           0,         635,      -7.311041957,      -4.611041957,      -5.511041957,      -2.711041957,      -3.911041957,       2.388958043
          0,           0,         636,      -7.316471116,      -4.616471116,      -5.516471116,      -2.716471116,      -3.916471116,       2.383528884
          0,           0,         637,      -7.321894246,      -4.621894246,      -5.521894246,      -2.721894246,      -3.921894246,       2.378105754
          0,           0,         638,      -7.327311353,      -4.627311353,      -5.527311353,      -2.727311353,      -3.927311353,       2.372688647
          0,           0,         639,      -7.332722445,      -4.632722445,      -5.532722445,      -2.732722445,      -3.932722445,       2.367277555
          0,           0,         640,      -7.338127528,      -4.638127528,      -5.538127528,      -2.738127528,      -3.938127528,       2.361872472
          0,           0,         641,      -7.343526608,      -4.643526608,      -5.543526608,      -2.743526608,      -3.943526608,       2.356473392
          0,           0,         642,      -7.348919693,      -4.648919693,      -5.548919693,      -2.748919693,      -3.948919693,       2.351080307
          0,           0,         643,      -7.354306789,      -4.654306789,      -5.554306789,      -2.754306789,      -3.954306789,       2.345693211
          0,           0,         644,      -7.359687903,      -4.659687903,      -5.559687903,      -2.759687903,      -3.959687903,       2.340312097
          0,           0,         645,      -7.365063040,      -4.665063040,      -5.565063040,      -2.765063040,      -3.965063040,       2.334936960
          0,           0,         646,      -7.370432209,      -4.670432209,      -5.570432209,      -2.770432209,      -3.970432209,       2.329567791
          0,           0,         647,      -7.375795415,      -4.675795415,      -5.575795415,      -2.775795415,      -3.975795415,       2.324204585
          0,           0,         648,      -7.381152666,      -4.681152666,      -5.581152666,      -2.781152666,      -3.981152666,       2.318847334
          0,           0,         649,      -7.386503967,      -4.686503967,      -5.586503967,      -2.786503967,      -3.986503967,       2.313496033
          0,           0,         650,      -7.391849326,      -4.691849326,      -5.591849326,      -2.791849326,      -3.991849326,       2.308150674
          0,           0,         651,      -7.397188749,      -4.697188749,      -5.597188749,      -2.797188749,      -3.997188749,       2.302811251
          0,           0,         652,      -7.402522242,      -4.702522242,      -5.602522242,      -2.802522242,      -4.002522242,       2.297477758
          0,           0,         653,      -7.407849813,      -4.707849813,      -5.607849813,      -2.807849813,      -4.007849813,       2.292150187
          0,           0,         654,      -7.413171467,      -4.713171467,      -5.613171467,      -2.813171467,      -4.013171467,       2.286828533
          0,           0,         655,      -7.418487212,      -4.718487212,      -5.618487212,      -2.818487212,      -4.018487212,       2.281512788
          0,           0,         656,      -7.423797053,      -4.723797053,      -5.623797053,      -2.823797053,      -4.023797053,       2.276202947
          0,           0,         657,      -7.429100998,      -4.729100998,      -5.629100998,      -2.829100998,      -4.029100998,       2.270899002
          0,           0,         658,      -7.434399053,      -4.734399053,      -5.634399053,      -2.834399053,      -4.034399053,       2.265600947
          0,           0,         659,      -7.439691225,      -4.739691225,      -5.639691225,      -2.839691225,      -4.039691225,       2.260308775
          0,           0,         660,      -7.444977519,      -4.744977519,      -5.644977519,      -2.844977519,      -4.044977519,       2.255022481
          0,           0,         661,      -7.450257943,      -4.750257943,      -5.650257943,      -2.850257943,      -4.050257943,       2.249742057
          0,           0,         662,      -7.455532504,      -4.755532504,      -5.655532504,      -2.855532504,      -4.055532504,       2.244467496
          0,           0,         663,      -7.460801207,      -4.760801207,      -5.660801207,      -2.860801207,      -4.060801207,       2.239198793
          0,           0,         664,      -7.466064059,      -4.766064059,      -5.666064059,      -2.866064059,      -4.066064059,       2.233935941
          0,           0,         665,      -7.471321066,      -4.771321066,      -5.671321066,      -2.871321066,      -4.071321066,       2.228678934
          0,           0,         666,      -7.476572236,      -4.776572236,      -5.676572236,      -2.876572236,      -4.076572236,       2.223427764
          0,           0,         667,      -7.481817575,      -4.781817575,      -5.681817575,      -2.881817575,      -4.081817575,       2.218182425
          0,           0,         668,      -7.487057088,      -4.787057088,      -5.687057088,      -2.887057088,      -4.087057088,       2.212942912
          0,           0,         669,      -7.492290783,      -4.792290783,      -5.692290783,      -2.892290783,      -4.092290783,       2.207709217
          0,           0,         670,      -7.497518667,      -4.797518667,      -5.697518667,      -2.897518667,      -4.097518667,       2.202481333
          0,           0,         671,      -7.502740744,      -4.802740744,      -5.702740744,      -2.902740744,      -4.102740744,       2.197259256
          0,           0,         672,      -7.507957023,      -4.807957023,      -5.707957023,      -2.907957023,      -4.107957023,       2.192042977
          0,           0,         673,      -7.513167508,      -4.813167508,      -5.713167508,      -2.913167508,      -4.113167508,       2.186832492
          0,           0,         674,      -7.518372208,      -4.818372208,      -5.718372208,      -2.918372208,      -4.118372208,       2.181627792
          0,           0,         675,      -7.523571128,      -4.823571128,      -5.723571128,      -2.923571128,      -4.123571128,       2.176428872
          0,           0,         676,      -7.528764274,      -4.828764274,      -5.728764274,      -2.928764274,      -4.128764274,       2.171235726
          0,           0,         677,      -7.533951654,      -4.833951654,      -5.733951654,      -2.933951654,      -4.133951654,       2.166048346
          0,           0,         678,      -7.539133273,      -4.839133273,      -5.739133273,      -2.939133273,      -4.139133273,       2.160866727
          0,           0,         679,      -7.544309138,      -4.844309138,      -5.744309138,      -2.944309138,      -4.144309138,       2.155690862
          0,           0,         680,      -7.549479255,      -4.849479255,      -5.749479255,      -2.949479255,      -4.149479255,       2.150520745
          0,           0,         681,      -7.554643630,      -4.854643630,      -5.754643630,      -2.954643630,      -4.154643630,       2.145356370
          0,           0,         682,      -7.559802271,      -4.859802271,      -5.759802271,      -2.959802271,      -4.159802271,       2.140197729
          0,           0,         683,      -7.564955183,      -4.864955183,      -5.764955183,      -2.964955183,      -4.164955183,       2.135044817
          0,           0,         684,      -7.570102373,      -4.870102373,      -5.770102373,      -2.970102373,      -4.170102373,       2.129897627
          0,           0,         685,      -7.575243846,      -4.875243846,      -5.775243846,      -2.975243846,      -4.175243846,       2.124756154
          0,           0,         686,      -7.580379611,      -4.880379611,      -5.780379611,      -2.980379611,      -4.180379611,       2.119620389
          0,           0,         687,      -7.585509672,      -4.885509672,      -5.785509672,      -2.985509672,      -4.185509672,       2.114490328
          0,           0,         688,      -7.590634036,      -4.890634036,      -5.790634036,      -2.990634036,      -4.190634036,       2.109365964
          0,           0,         689,      -7.595752709,      -4.895752709,      -5.795752709,      -2.995752709,      -4.195752709,       2.104247291
          0,           0,         690,      -7.600865698,      -4.900865698,      -5.800865698,      -3.000865698,      -4.200865698,       2.099134302
          0,           0,         691,      -7.605973010,      -4.905973010,      -5.805973010,      -3.005973010,      -4.205973010,       2.094026990
          0,           0,         692,      -7.611074649,      -4.911074649,      -5.811074649,      -3.011074649,      -4.211074649,       2.088925351
          0,           0,         693,      -7.616170624,      -4.916170624,      -5.816170624,      -3.016170624,      -4.216170624,       2.083829376
          0,           0,         694,      -7.621260939,      -4.921260939,      -5.821260939,      -3.021260939,      -4.221260939,       2.078739061
          0,           0,         695,      -7.626345602,      -4.926345602,      -5.826345602,      -3.026345602,      -4.226345602,       2.073654398
          0,           0,         696,      -7.631424618,      -4.931424618,      -5.831424618,      -3.031424618,      -4.231424618,       2.068575382
          0,           0,         697,      -7.636497993,      -4.936497993,      -5.836497993,      -3.036497993,      -4.236497993,       2.063502007
          0,           0,         698,      -7.641565735,      -4.941565735,      -5.841565735,      -3.041565735,      -4.241565735,       2.058434265
          0,           0,         699,      -7.646627849,      -4.946627849,      -5.846627849,      -3.046627849,      -4.246627849,       2.053372151
          0,           0,         700,      -7.651684342,      -4.951684342,      -5.851684342,      -3.051684342,      -4.251684342,       2.048315658
          0,           0,         701,      -7.656735220,      -4.956735220,      -5.856735220,      -3.056735220,      -4.256735220,       2.043264780
          0,           0,         702,      -7.661780488,      -4.961780488,      -5.861780488,      -3.061780488,      -4.261780488,       2.038219512
          0,           0,         703,      -7.666820154,      -4.966820154,      -5.866820154,      -3.066820154,      -4.266820154,       2.033179846
          0,           0,         704,      -7.671854223,      -4.971854223,      -5.871854223,      -3.071854223,      -4.271854223,       2.028145777
          0,           0,         705,      -7.676882702,      -4.976882702,      -5.876882702,      -3.076882702,      -4.276882702,       2.023117298
          0,           0,         706,      -7.681905597,      -4.981905597,      -5.881905597,      -3.081905597,      -4.281905597,       2.018094403
          0,           0,         707,      -7.686922914,      -4.986922914,      -5.886922914,      -3.086922914,      -4.286922914,       2.013077086
          0,           0,         708,      -7.691934659,      -4.991934659,      -5.891934659,      -3.091934659,      -4.291934659,       2.008065341
          0,           0,         709,      -7.696940839,      -4.996940839,      -5.896940839,      -3.096940839,      -4.296940839,       2.003059161
          0,           0,         710,      -7.701941459,      -5.001941459,      -5.901941459,      -3.101941459,      -4.301941459,       1.998058541
          0,           0,         711,      -7.706936527,      -5.006936527,      -5.906936527,      -3.106936527,      -4.306936527,       1.993063473
          0,           0,         712,      -7.711926047,      -5.011926047,      -5.911926047,      -3.111926047,      -4.311926047,       1.988073953
          0,           0,         713,      -7.716910026,      -5.016910026,      -5.916910026,      -3.116910026,      -4.316910026,       1.983089974
          0,           0,         714,      -7.721888471,      -5.021888471,      -5.921888471,      -3.121888471,      -4.321888471,       1.978111529
          0,           0,         715,      -7.726861387,      -5.026861387,      -5.926861387,      -3.126861387,      -4.326861387,       1.973138613
          0,           0,         716,      -7.731828781,      -5.031828781,      -5.931828781,      -3.131828781,      -4.331828781,       1.968171219
          0,           0,         717,      -7.736790659,      -5.036790659,      -5.936790659,      -3.136790659,      -4.336790659,       1.963209341
          0,           0,         718,      -7.741747026,      -5.041747026,      -5.941747026,      -3.141747026,      -4.341747026,       1.958252974
          0,           0,         719,      -7.746697890,      -5.046697890,      -5.946697890,      -3.146697890,      -4.346697890,       1.953302110
          0,           0,         720,      -7.751643255,      -5.051643255,      -5.951643255,      -3.151643255,      -4.351643255,       1.948356745
          0,           0,         721,      -7.756583129,      -5.056583129,      -5.956583129,      -3.156583129,      -4.356583129,       1.943416871
          0,           0,         722,      -7.761517517,      -5.061517517,      -5.961517517,      -3.161517517,      -4.361517517,       1.938482483
          0,           0,         723,      -7.766446425,      -5.066446425,      -5.966446425,      -3.166446425,      -4.366446425,       1.933553575
          0,           0,         724,      -7.771369860,      -5.071369860,      -5.971369860,      -3.171369860,      -4.371369860,       1.928630140
          0,           0,         725,      -7.776287828,      -5.076287828,      -5.976287828,      -3.176287828,      -4.376287828,       1.923712172
          0,           0,         726,      -7.781200334,      -5.081200334,      -5.981200334,      -3.181200334,      -4.381200334,       1.918799666
          0,           0,         727,      -7.786107385,      -5.086107385,      -5.986107385,      -3.186107385,      -4.386107385,       1.913892615
          0,           0,         728,      -7.791008986,      -5.091008986,      -5.991008986,      -3.191008986,      -4.391008986,       1.908991014
          0,           0,         729,      -7.795905144,      -5.095905144,      -5.995905144,      -3.195905144,      -4.395905144,       1.904094856
          0,           0,         730,      -7.800795866,      -5.100795866,      -6.000795866,      -3.200795866,      -4.400795866,       1.899204134
          0,           0,         731,      -7.805681156,      -5.105681156,      -6.005681156,      -3.205681156,      -4.405681156,       1.894318844
          0,           0,         732,      -7.810561021,      -5.110561021,      -6.010561021,      -3.210561021,      -4.410561021,       1.889438979
          0,           0,         733,      -7.815435466,      -5.115435466,      -6.015435466,      -3.215435466,      -4.415435466,       1.884564534
          0,           0,         734,      -7.820304499,      -5.120304499,      -6.020304499,      -3.220304499,      -4.420304499,       1.879695501
          0,           0,         735,      -7.825168125,      -5.125168125,      -6.025168125,      -3.225168125,      -4.425168125,       1.874831875
          0,           0,         736,      -7.830026350,      -5.130026350,      -6.030026350,      -3.230026350,      -4.430026350,       1.869973650
          0,           0,         737,      -7.834879180,      -5.134879180,      -6.034879180,      -3.234879180,      -4.434879180,       1.865120820
          0,           0,         738,      -7.839726620,      -5.139726620,      -6.039726620,      -3.239726620,      -4.439726620,       1.860273380
          0,           0,         739,      -7.844568678,      -5.144568678,      -6.044568678,      -3.244568678,      -4.444568678,       1.855431322
          0,           0,         740,      -7.849405359,      -5.149405359,      -6.049405359,      -3.249405359,      -4.449405359,       1.850594641
          0,           0,         741,      -7.854236668,      -5.154236668,      -6.054236668,      -3.254236668,      -4.454236668,       1.845763332
          0,           0,         742,      -7.859062612,      -5.159062612,      -6.059062612,      -3.259062612,      -4.459062612,       1.840937388
          0,           0,         743,      -7.863883198,      -5.163883198,      -6.063883198,      -3.263883198,      -4.463883198,       1.836116802
          0,           0,         744,      -7.868698430,      -5.168698430,      -6.068698430,      -3.268698430,      -4.468698430,       1.831301570
          0,           0,         745,      -7.873508314,      -5.173508314,      -6.073508314,      -3.273508314,      -4.473508314,       1.826491686
          0,           0,         746,      -7.878312858,      -5.178312858,      -6.078312858,      -3.278312858,      -4.478312858,       1.821687142
          0,           0,         747,      -7.883112065,      -5.183112065,      -6.083112065,      -3.283112065,      -4.483112065,       1.816887935
          0,           0,         748,      -7.887905944,      -5.187905944,      -6.087905944,      -3.287905944,      -4.487905944,       1.812094056
          0,           0,         749,      -7.892694499,      -5.192694499,      -6.092694499,      -3.292694499,      -4.492694499,       1.807305501
          0,           0,         750,      -7.897477736,      -5.197477736,      -6.097477736,      -3.297477736,      -4.497477736,       1.802522264
          0,           0,         751,      -7.902255661,      -5.202255661,      -6.102255661,      -3.302255661,      -4.502255661,       1.797744339
          0,           0,         752,      -7.907028281,      -5.207028281,      -6.107028281,      -3.307028281,      -4.507028281,       1.792971719
          0,           0,         753,      -7.911795600,      -5.211795600,      -6.111795600,      -3.311795600,      -4.511795600,       1.788204400
          0,           0,         754,      -7.916557626,      -5.216557626,      -6.116557626,      -3.316557626,      -4.516557626,       1.783442374
          0,           0,         755,      -7.921314363,      -5.221314363,      -6.121314363,      -3.321314363,      -4.521314363,       1.778685637
          0,           0,         756,      -7.926065818,      -5.226065818,      -6.126065818,      -3.326065818,      -4.526065818,       1.773934182
          0,           0,         757,      -7.930811997,      -5.230811997,      -6.130811997,      -3.330811997,      -4.530811997,       1.769188003
          0,           0,         758,      -7.935552904,      -5.235552904,      -6.135552904,      -3.335552904,      -4.535552904,       1.764447096
          0,           0,         759,      -7.940288548,      -5.240288548,      -6.140288548,      -3.340288548,      -4.540288548,       1.759711452
          0,           0,         760,      -7.945018932,      -5.245018932,      -6.145018932,      -3.345018932,      -4.545018932,       1.754981068
          0,           0,         761,      -7.949744063,      -5.249744063,      -6.149744063,      -3.349744063,      -4.549744063,       1.750255937
          0,           0,         762,      -7.954463947,      -5.254463947,      -6.154463947,      -3.354463947,      -4.554463947,       1.745536053
          0,           0,         763,      -7.959178590,      -5.259178590,      -6.159178590,      -3.359178590,      -4.559178590,       1.740821410
          0,           0,         764,      -7.963887997,      -5.263887997,      -6.163887997,      -3.363887997,      -4.563887997,       1.736112003
          0,           0,         765,      -7.968592174,      -5.268592174,      -6.168592174,      -3.368592174,      -4.568592174,       1.731407826
          0,           0,         766,      -7.973291127,      -5.273291127,      -6.173291127,      -3.373291127,      -4.573291127,       1.726708873
          0,           0,         767,      -7.977984862,      -5.277984862,      -6.177984862,      -3.377984862,      -4.577984862,       1.722015138
          0,           0,         768,      -7.982673385,      -5.282673385,      -6.182673385,      -3.382673385,      -4.582673385,       1.717326615
          0,           0,         769,      -7.987356701,      -5.287356701,      -6.187356701,      -3.387356701,      -4.587356701,       1.712643299
          0,           0,         770,      -7.992034816,      -5.292034816,      -6.192034816,      -3.392034816,      -4.592034816,       1.707965184
          0,           0,         771,      -7.996707737,      -5.296707737,      -6.196707737,      -3.396707737,      -4.596707737,       1.703292263
          0,           0,         772,      -8.001375468,      -5.301375468,      -6.201375468,      -3.401375468,      -4.601375468,       1.698624532
          0,           0,         773,      -8.006038015,      -5.306038015,      -6.206038015,      -3.406038015,      -4.606038015,       1.693961985
          0,           0,         774,      -8.010695385,      -5.310695385,      -6.210695385,      -3.410695385,      -4.610695385,       1.689304615
          0,           0,         775,      -8.015347583,      -5.315347583,      -6.215347583,      -3.415347583,      -4.615347583,       1.684652417
          0,           0,         776,      -8.019994615,      -5.319994615,      -6.219994615,      -3.419994615,      -4.619994615,       1.680005385
          0,           0,         777,      -8.024636486,      -5.324636486,      -6.224636486,      -3.424636486,      -4.624636486,       1.675363514
          0,           0,         778,      -8.029273202,      -5.329273202,      -6.229273202,      -3.429273202,      -4.629273202,       1.670726798
          0,           0,         779,      -8.033904769,      -5.333904769,      -6.233904769,      -3.433904769,      -4.633904769,       1.666095231
          0,           0,         780,      -8.038531193,      -5.338531193,      -6.238531193,      -3.438531193,      -4.638531193,       1.661468807
          0,           0,         781,      -8.043152480,      -5.343152480,      -6.243152480,      -3.443152480,      -4.643152480,       1.656847520
          0,           0,         782,      -8.047768634,      -5.347768634,      -6.247768634,      -3.447768634,      -4.647768634,       1.652231366
          0,           0,         783,      -8.052379662,      -5.352379662,      -6.252379662,      -3.452379662,      -4.652379662,       1.647620338
          0,           0,         784,      -8.056985570,      -5.356985570,      -6.256985570,      -3.456985570,      -4.656985570,       1.643014430
          0,           0,         785,      -8.061586363,      -5.361586363,      -6.261586363,      -3.461586363,      -4.661586363,       1.638413637
          0,           0,         786,      -8.066182047,      -5.366182047,      -6.266182047,      -3.466182047,      -4.666182047,       1.633817953
          0,           0,         787,      -8.070772627,      -5.370772627,      -6.270772627,      -3.470772627,      -4.670772627,       1.629227373
          0,           0,         788,      -8.075358110,      -5.375358110,      -6.275358110,      -3.475358110,      -4.675358110,       1.624641890
          0,           0,         789,      -8.079938500,      -5.379938500,      -6.279938500,      -3.479938500,      -4.679938500,       1.620061500
          0,           0,         790,      -8.084513804,      -5.384513804,      -6.284513804,      -3.484513804,      -4.684513804,       1.615486196
          0,           0,         791,      -8.089084027,      -5.389084027,      -6.289084027,      -3.489084027,      -4.689084027,       1.610915973
          0,           0,         792,      -8.093649174,      -5.393649174,      -6.293649174,      -3.493649174,      -4.693649174,       1.606350826
          0,           0,         793,      -8.098209253,      -5.398209253,      -6.298209253,      -3.498209253,      -4.698209253,       1.601790747
          0,           0,         794,      -8.102764267,      -5.402764267,      -6.302764267,      -3.502764267,      -4.702764267,       1.597235733
          0,           0,         795,      -8.107314223,      -5.407314223,      -6.307314223,      -3.507314223,      -4.707314223,       1.592685777
          0,           0,         796,      -8.111859126,      -5.411859126,      -6.311859126,      -3.511859126,      -4.711859126,       1.588140874
          0,           0,         797,      -8.116398982,      -5.416398982,      -6.316398982,      -3.516398982,      -4.716398982,       1.583601018
          0,           0,         798,      -8.120933797,      -5.420933797,      -6.320933797,      -3.520933797,      -4.720933797,       1.579066203
          0,           0,         799,      -8.125463575,      -5.425463575,      -6.325463575,      -3.525463575,      -4.725463575,       1.574536425
          0,           0,         800,      -8.129988324,      -5.429988324,      -6.329988324,      -3.529988324,      -4.729988324,       1.570011676
          0,           0,         801,      -8.134508048,      -5.434508048,      -6.334508048,      -3.534508048,      -4.734508048,       1.565491952
          0,           0,         802,      -8.139022752,      -5.439022752,      -6.339022752,      -3.539022752,      -4.739022752,       1.560977248
          0,           0,         803,      -8.143532443,      -5.443532443,      -6.343532443,      -3.543532443,      -4.743532443,       1.556467557
          0,           0,         804,      -8.148037127,      -5.448037127,      -6.348037127,      -3.548037127,      -4.748037127,       1.551962873
          0,           0,         805,      -8.152536807,      -5.452536807,      -6.352536807,      -3.552536807,      -4.752536807,       1.547463193
          0,           0,         806,      -8.157031491,      -5.457031491,      -6.357031491,      -3.557031491,      -4.757031491,       1.542968509
          0,           0,         807,      -8.161521184,      -5.461521184,      -6.361521184,      -3.561521184,      -4.761521184,       1.538478816
          0,           0,         808,      -8.166005890,      -5.466005890,      -6.366005890,      -3.566005890,      -4.766005890,       1.533994110
          0,           0,         809,      -8.170485617,      -5.470485617,      -6.370485617,      -3.570485617,      -4.770485617,       1.529514383
          0,           0,         810,      -8.174960369,      -5.474960369,      -6.374960369,      -3.574960369,      -4.774960369,       1.525039631
          0,           0,         811,      -8.179430151,      -5.479430151,      -6.379430151,      -3.579430151,      -4.779430151,       1.520569849
          0,           0,         812,      -8.183894970,      -5.483894970,      -6.383894970,      -3.583894970,      -4.783894970,       1.516105030
          0,           0,         813,      -8.188354831,      -5.488354831,      -6.388354831,      -3.588354831,      -4.788354831,       1.511645169
          0,           0,         814,      -8.192809739,      -5.492809739,      -6.392809739,      -3.592809739,      -4.792809739,       1.507190261
          0,           0,         815,      -8.197259700,      -5.497259700,      -6.397259700,      -3.597259700,      -4.797259700,       1.502740300
          0,           0,         816,      -8.201704719,      -5.501704719,      -6.401704719,      -3.601704719,      -4.801704719,       1.498295281
          0,           0,         817,      -8.206144802,      -5.506144802,      -6.406144802,      -3.606144802,      -4.806144802,       1.493855198
          0,           0,         818,      -8.210579955,      -5.510579955,      -6.410579955,      -3.610579955,      -4.810579955,       1.489420045
          0,           0,         819,      -8.215010182,      -5.515010182,      -6.415010182,      -3.615010182,      -4.815010182,       1.484989818
          0,           0,         820,      -8.219435490,      -5.519435490,      -6.419435490,      -3.619435490,      -4.819435490,       1.480564510
          0,           0,         821,      -8.223855883,      -5.523855883,      -6.423855883,      -3.623855883,      -4.823855883,       1.476144117
          0,           0,         822,      -8.228271367,      -5.528271367,      -6.428271367,      -3.628271367,      -4.828271367,       1.471728633
          0,           0,         823,      -8.232681948,      -5.532681948,      -6.432681948,      -3.632681948,      -4.832681948,       1.467318052
          0,           0,         824,      -8.237087631,      -5.537087631,      -6.437087631,      -3.637087631,      -4.837087631,       1.462912369
          0,           0,         825,      -8.241488422,      -5.541488422,      -6.441488422,      -3.641488422,      -4.841488422,       1.458511578
          0,           0,         826,      -8.245884326,      -5.545884326,      -6.445884326,      -3.645884326,      -4.845884326,       1.454115674
          0,           0,         827,      -8.250275348,      -5.550275348,      -6.450275348,      -3.650275348,      -4.850275348,       1.449724652
          0,           0,         828,      -8.254661493,      -5.554661493,      -6.454661493,      -3.654661493,      -4.854661493,       1.445338507
          0,           0,         829,      -8.259042768,      -5.559042768,      -6.459042768,      -3.659042768,      -4.859042768,       1.440957232
          0,           0,         830,      -8.263419178,      -5.563419178,      -6.463419178,      -3.663419178,      -4.863419178,       1.436580822
          0,           0,         831,      -8.267790727,      -5.567790727,      -6.467790727,      -3.667790727,      -4.867790727,       1.432209273
          0,           0,         832,      -8.272157422,      -5.572157422,      -6.472157422,      -3.672157422,      -4.872157422,       1.427842578
          0,           0,         833,      -8.276519268,      -5.576519268,      -6.476519268,      -3.676519268,      -4.876519268,       1.423480732
          0,           0,         834,      -8.280876270,      -5.580876270,      -6.480876270,      -3.680876270,      -4.880876270,       1.419123730
          0,           0,         835,      -8.285228434,      -5.585228434,      -6.485228434,      -3.685228434,      -4.885228434,       1.414771566
          0,           0,         836,      -8.289575764,      -5.589575764,      -6.489575764,      -3.689575764,      -4.889575764,       1.410424236
          0,           0,         837,      -8.293918267,      -5.593918267,      -6.493918267,      -3.693918267,      -4.893918267,       1.406081733
          0,           0,         838,      -8.298255948,      -5.598255948,      -6.498255948,      -3.698255948,      -4.898255948,       1.401744052
          0,           0,         839,      -8.302588811,      -5.602588811,      -6.502588811,      -3.702588811,      -4.902588811,       1.397411189
          0,           0,         840,      -8.306916863,      -5.606916863,      -6.506916863,      -3.706916863,      -4.906916863,       1.393083137
          0,           0,         841,      -8.311240109,      -5.611240109,      -6.511240109,      -3.711240109,      -4.911240109,       1.388759891
          0,           0,         842,      -8.315558554,      -5.615558554,      -6.515558554,      -3.715558554,      -4.915558554,       1.384441446
          0,           0,         843,      -8.319872203,      -5.619872203,      -6.519872203,      -3.719872203,      -4.919872203,       1.380127797
          0,           0,         844,      -8.324181062,      -5.624181062,      -6.524181062,      -3.724181062,      -4.924181062,       1.375818938
          0,           0,         845,      -8.328485136,      -5.628485136,      -6.528485136,      -3.728485136,      -4.928485136,       1.371514864
          0,           0,         846,      -8.332784430,      -5.632784430,      -6.532784430,      -3.732784430,      -4.932784430,       1.367215570
          0,           0,         847,      -8.337078950,      -5.637078950,      -6.537078950,      -3.737078950,      -4.937078950,       1.362921050
          0,           0,         848,      -8.341368701,      -5.641368701,      -6.541368701,      -3.741368701,      -4.941368701,       1.358631299
          0,           0,         849,      -8.345653688,      -5.645653688,      -6.545653688,      -3.745653688,      -4.945653688,       1.354346312
          0,           0,         850,      -8.349933917,      -5.649933917,      -6.549933917,      -3.749933917,      -4.949933917,       1.350066083
          0,           0,         851,      -8.354209392,      -5.654209392,      -6.554209392,      -3.754209392,      -4.954209392,       1.345790608
          0,           0,         852,      -8.358480120,      -5.658480120,      -6.558480120,      -3.758480120,      -4.958480120,       1.341519880
          0,           0,         853,      -8.362746105,      -5.662746105,      -6.562746105,      -3.762746105,      -4.962746105,       1.337253895
          0,           0,         854,      -8.367007352,      -5.667007352,      -6.567007352,      -3.767007352,      -4.967007352,       1.332992648
          0,           0,         855,      -8.371263868,      -5.671263868,      -6.571263868,      -3.771263868,      -4.971263868,       1.328736132
          0,           0,         856,      -8.375515657,      -5.675515657,      -6.575515657,      -3.775515657,      -4.975515657,       1.324484343
          0,           0,         857,      -8.379762724,      -5.679762724,      -6.579762724,      -3.779762724,      -4.979762724,       1.320237276
          0,           0,         858,      -8.384005074,      -5.684005074,      -6.584005074,      -3.784005074,      -4.984005074,       1.315994926
          0,           0,         859,      -8.388242714,      -5.688242714,      -6.588242714,      -3.788242714,      -4.988242714,       1.311757286
          0,           0,         860,      -8.392475648,      -5.692475648,      -6.592475648,      -3.792475648,      -4.992475648,       1.307524352
          0,           0,         861,      -8.396703881,      -5.696703881,      -6.596703881,      -3.796703881,      -4.996703881,       1.303296119
          0,           0,         862,      -8.400927419,      -5.700927419,      -6.600927419,      -3.800927419,      -5.000927419,       1.299072581
          0,           0,         863,      -8.405146266,      -5.705146266,      -6.605146266,      -3.805146266,      -5.005146266,       1.294853734
          0,           0,         864,      -8.409360429,      -5.709360429,      -6.609360429,      -3.809360429,      -5.009360429,       1.290639571
          0,           0,         865,      -8.413569912,      -5.713569912,      -6.613569912,      -3.813569912,      -5.013569912,       1.286430088
          0,           0,         866,      -8.417774720,      -5.717774720,      -6.617774720,      -3.817774720,      -5.017774720,       1.282225280
          0,           0,         867,      -8.421974858,      -5.721974858,      -6.621974858,      -3.821974858,      -5.021974858,       1.278025142
          0,           0,         868,      -8.426170333,      -5.726170333,      -6.626170333,      -3.826170333,      -5.026170333,       1.273829667
          0,           0,         869,      -8.430361148,      -5.730361148,      -6.630361148,      -3.830361148,      -5.030361148,       1.269638852
          0,           0,         870,      -8.434547310,      -5.734547310,      -6.634547310,      -3.834547310,      -5.034547310,       1.265452690
          0,           0,         871,      -8.438728823,      -5.738728823,      -6.638728823,      -3.838728823,      -5.038728823,       1.261271177
          0,           0,         872,      -8.442905692,      -5.742905692,      -6.642905692,      -3.842905692,      -5.042905692,       1.257094308
          0,           0,         873,      -8.447077923,      -5.747077923,      -6.647077923,      -3.847077923,      -5.047077923,       1.252922077
